Iteration,Algorithm,Fitness,Truck Distance,Drone Distance,Execution Time,Solution,Truck Route,Drone Route,,,,,AVG
88,ALNS,768.4990618,113.6289206,15.96696865,0.004005432,"[0, 48, 21, 39, 2, 46, 25, 20, 45, 12, 16, 19, 3, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 9, 18, 33, 37, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 42, 34, 30, 5, 0]","[0, 21, 39, 2, 46, 25, 20, 45, 16, 19, 3, 6, 22, 43, 41, 36, 17, 11, 38, 18, 33, 37, 31, 7, 14, 4, 28, 1, 15, 32, 47, 10, 26, 35, 42, 34, 5, 0]","[48, 12, 13, 24, 40, 9, 27, 49, 8, 44, 29, 23, 30]",,,,,
89,ALNS,768.4990618,113.6289206,15.96696865,0,"[0, 48, 21, 39, 2, 46, 25, 20, 45, 12, 16, 19, 3, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 9, 18, 33, 37, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 42, 34, 30, 5, 0]","[0, 21, 39, 2, 46, 25, 20, 45, 16, 19, 3, 6, 22, 43, 41, 36, 17, 11, 38, 18, 33, 37, 31, 7, 14, 4, 28, 1, 15, 32, 47, 10, 26, 35, 42, 34, 5, 0]","[48, 12, 13, 24, 40, 9, 27, 49, 8, 44, 29, 23, 30]",,,,,
90,ALNS,768.4990618,113.6289206,15.96696865,0.004242897,"[0, 48, 21, 39, 2, 46, 25, 20, 45, 12, 16, 19, 3, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 9, 18, 33, 37, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 42, 34, 30, 5, 0]","[0, 21, 39, 2, 46, 25, 20, 45, 16, 19, 3, 6, 22, 43, 41, 36, 17, 11, 38, 18, 33, 37, 31, 7, 14, 4, 28, 1, 15, 32, 47, 10, 26, 35, 42, 34, 5, 0]","[48, 12, 13, 24, 40, 9, 27, 49, 8, 44, 29, 23, 30]",,,,,
91,ALNS,768.4990618,113.6289206,15.96696865,0.003094912,"[0, 48, 21, 39, 2, 46, 25, 20, 45, 12, 16, 19, 3, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 9, 18, 33, 37, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 42, 34, 30, 5, 0]","[0, 21, 39, 2, 46, 25, 20, 45, 16, 19, 3, 6, 22, 43, 41, 36, 17, 11, 38, 18, 33, 37, 31, 7, 14, 4, 28, 1, 15, 32, 47, 10, 26, 35, 42, 34, 5, 0]","[48, 12, 13, 24, 40, 9, 27, 49, 8, 44, 29, 23, 30]",,,,,
92,ALNS,768.4990618,113.6289206,15.96696865,0,"[0, 48, 21, 39, 2, 46, 25, 20, 45, 12, 16, 19, 3, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 9, 18, 33, 37, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 42, 34, 30, 5, 0]","[0, 21, 39, 2, 46, 25, 20, 45, 16, 19, 3, 6, 22, 43, 41, 36, 17, 11, 38, 18, 33, 37, 31, 7, 14, 4, 28, 1, 15, 32, 47, 10, 26, 35, 42, 34, 5, 0]","[48, 12, 13, 24, 40, 9, 27, 49, 8, 44, 29, 23, 30]",,,,,
93,ALNS,768.4990618,113.6289206,15.96696865,0,"[0, 48, 21, 39, 2, 46, 25, 20, 45, 12, 16, 19, 3, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 9, 18, 33, 37, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 42, 34, 30, 5, 0]","[0, 21, 39, 2, 46, 25, 20, 45, 16, 19, 3, 6, 22, 43, 41, 36, 17, 11, 38, 18, 33, 37, 31, 7, 14, 4, 28, 1, 15, 32, 47, 10, 26, 35, 42, 34, 5, 0]","[48, 12, 13, 24, 40, 9, 27, 49, 8, 44, 29, 23, 30]",,,,,
94,ALNS,768.4990618,113.6289206,15.96696865,0,"[0, 48, 21, 39, 2, 46, 25, 20, 45, 12, 16, 19, 3, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 9, 18, 33, 37, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 42, 34, 30, 5, 0]","[0, 21, 39, 2, 46, 25, 20, 45, 16, 19, 3, 6, 22, 43, 41, 36, 17, 11, 38, 18, 33, 37, 31, 7, 14, 4, 28, 1, 15, 32, 47, 10, 26, 35, 42, 34, 5, 0]","[48, 12, 13, 24, 40, 9, 27, 49, 8, 44, 29, 23, 30]",,,,,
95,ALNS,768.4990618,113.6289206,15.96696865,0.00195694,"[0, 48, 21, 39, 2, 46, 25, 20, 45, 12, 16, 19, 3, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 9, 18, 33, 37, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 42, 34, 30, 5, 0]","[0, 21, 39, 2, 46, 25, 20, 45, 16, 19, 3, 6, 22, 43, 41, 36, 17, 11, 38, 18, 33, 37, 31, 7, 14, 4, 28, 1, 15, 32, 47, 10, 26, 35, 42, 34, 5, 0]","[48, 12, 13, 24, 40, 9, 27, 49, 8, 44, 29, 23, 30]",,,,,
96,ALNS,768.4990618,113.6289206,15.96696865,0,"[0, 48, 21, 39, 2, 46, 25, 20, 45, 12, 16, 19, 3, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 9, 18, 33, 37, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 42, 34, 30, 5, 0]","[0, 21, 39, 2, 46, 25, 20, 45, 16, 19, 3, 6, 22, 43, 41, 36, 17, 11, 38, 18, 33, 37, 31, 7, 14, 4, 28, 1, 15, 32, 47, 10, 26, 35, 42, 34, 5, 0]","[48, 12, 13, 24, 40, 9, 27, 49, 8, 44, 29, 23, 30]",,,,,
97,Local Search 2-opt,754.0393552,111.6064091,10.25925177,0.175783157,"[0, 34, 42, 23, 35, 26, 10, 29, 47, 32, 15, 44, 1, 28, 4, 8, 14, 49, 7, 27, 31, 37, 33, 18, 9, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 16, 12, 45, 20, 25, 46, 2, 39, 21, 48, 30, 5, 0]","[0, 34, 23, 35, 10, 47, 15, 1, 28, 4, 8, 14, 49, 27, 31, 37, 18, 9, 40, 17, 36, 43, 13, 22, 6, 3, 19, 16, 12, 45, 20, 25, 46, 2, 39, 21, 48, 30, 5, 0]","[42, 26, 29, 32, 44, 7, 33, 38, 11, 24, 41]",,,,,
98,Local Search 2-opt,745.1778473,110.2691642,11.33935751,0.166612864,"[0, 34, 42, 23, 35, 26, 10, 29, 47, 32, 15, 44, 1, 28, 4, 8, 14, 49, 7, 27, 31, 37, 33, 18, 9, 38, 40, 11, 17, 24, 41, 36, 43, 13, 22, 6, 3, 19, 16, 12, 45, 20, 25, 46, 2, 39, 21, 48, 30, 5, 0]","[0, 34, 42, 23, 35, 26, 29, 47, 32, 15, 1, 28, 4, 14, 7, 27, 37, 33, 9, 38, 11, 17, 41, 43, 13, 22, 6, 19, 16, 12, 20, 25, 46, 2, 39, 21, 48, 30, 5, 0]","[10, 44, 8, 49, 31, 18, 40, 24, 36, 3, 45]",,,,,
99,Local Search 2-opt,745.1778473,110.2691642,11.33935751,0.165274143,"[0, 34, 42, 23, 35, 26, 10, 29, 47, 32, 15, 44, 1, 28, 4, 8, 14, 49, 7, 27, 31, 37, 33, 18, 9, 38, 40, 11, 17, 24, 41, 36, 43, 13, 22, 6, 3, 19, 16, 12, 45, 20, 25, 46, 2, 39, 21, 48, 30, 5, 0]","[0, 34, 42, 23, 35, 26, 29, 47, 32, 15, 1, 28, 4, 14, 7, 27, 37, 33, 9, 38, 11, 17, 41, 43, 13, 22, 6, 19, 16, 12, 20, 25, 46, 2, 39, 21, 48, 30, 5, 0]","[10, 44, 8, 49, 31, 18, 40, 24, 36, 3, 45]",,,,,
0,Initial Random,2749.536798,407.6440303,5.507450406,0,"[0, 15, 30, 13, 2, 25, 23, 7, 31, 19, 10, 32, 5, 8, 24, 14, 44, 47, 35, 34, 45, 4, 33, 22, 16, 29, 49, 1, 28, 6, 9, 12, 41, 38, 18, 48, 26, 42, 37, 11, 17, 43, 21, 20, 39, 40, 46, 27, 36, 3, 0]","[0, 15, 30, 13, 2, 25, 23, 7, 31, 19, 10, 32, 5, 8, 24, 14, 44, 47, 34, 45, 4, 33, 22, 16, 29, 49, 28, 6, 9, 12, 41, 38, 48, 26, 42, 37, 11, 17, 43, 21, 20, 39, 40, 46, 27, 36, 3, 0]","[35, 1, 18]",,,,,
1,ALNS,2544.478045,377.2040725,6.881698008,0.008525133,"[0, 15, 47, 30, 13, 2, 25, 23, 7, 12, 19, 10, 32, 5, 24, 36, 43, 9, 14, 44, 35, 34, 45, 4, 33, 6, 22, 16, 29, 49, 1, 28, 8, 41, 18, 48, 26, 42, 37, 38, 11, 17, 21, 20, 39, 40, 46, 27, 3, 31, 0]","[0, 15, 30, 13, 2, 25, 23, 7, 12, 19, 10, 32, 5, 24, 36, 43, 9, 14, 44, 35, 34, 45, 4, 33, 22, 16, 29, 1, 28, 8, 41, 18, 48, 26, 42, 37, 38, 11, 17, 21, 20, 39, 40, 46, 27, 3, 31, 0]","[47, 6, 49]",,,,,
2,ALNS,2040.245155,302.3519234,10.32025999,0.002090216,"[0, 4, 15, 47, 30, 13, 2, 25, 23, 7, 12, 19, 10, 32, 5, 41, 24, 36, 43, 9, 14, 44, 35, 34, 45, 6, 22, 29, 28, 1, 8, 49, 18, 48, 26, 42, 37, 38, 40, 11, 17, 21, 20, 39, 46, 27, 33, 3, 16, 31, 0]","[0, 15, 30, 13, 2, 25, 23, 7, 12, 10, 5, 41, 24, 43, 9, 14, 44, 35, 34, 45, 6, 22, 29, 28, 8, 18, 48, 26, 42, 37, 38, 40, 17, 21, 20, 39, 46, 27, 33, 3, 16, 31, 0]","[4, 47, 19, 32, 36, 1, 49, 11]",,,,,
3,ALNS,1726.860691,255.8995649,9.235489398,0,"[0, 4, 15, 47, 30, 13, 2, 25, 23, 7, 12, 19, 26, 10, 32, 5, 41, 36, 24, 17, 43, 22, 9, 14, 44, 35, 34, 45, 6, 16, 29, 28, 1, 8, 49, 27, 18, 48, 42, 37, 38, 40, 11, 21, 39, 46, 20, 33, 3, 31, 0]","[0, 4, 15, 47, 30, 13, 2, 25, 23, 7, 12, 19, 26, 10, 32, 5, 41, 24, 17, 43, 22, 14, 44, 35, 34, 6, 29, 28, 8, 49, 27, 18, 48, 42, 37, 38, 11, 21, 39, 46, 20, 33, 3, 31, 0]","[36, 9, 45, 16, 1, 40]",,,,,
4,ALNS,1683.418921,249.4145579,11.22598538,0.006180048,"[0, 4, 47, 30, 13, 2, 25, 23, 7, 12, 19, 26, 10, 32, 5, 41, 36, 24, 17, 43, 22, 9, 14, 1, 44, 15, 35, 34, 45, 6, 16, 29, 28, 8, 49, 27, 33, 18, 48, 42, 37, 38, 40, 11, 21, 39, 46, 20, 3, 31, 0]","[0, 4, 47, 30, 13, 2, 25, 23, 7, 12, 19, 26, 32, 5, 41, 24, 17, 43, 22, 9, 14, 44, 15, 35, 34, 6, 29, 8, 49, 27, 33, 18, 48, 42, 37, 38, 40, 21, 39, 46, 20, 3, 31, 0]","[10, 36, 1, 45, 16, 28, 11]",,,,,
5,ALNS,1674.841812,248.1679603,10.03639901,0,"[0, 7, 4, 47, 13, 2, 25, 23, 34, 19, 30, 26, 10, 32, 5, 11, 41, 36, 24, 17, 43, 22, 9, 14, 1, 44, 15, 35, 45, 12, 6, 16, 29, 28, 8, 49, 27, 37, 33, 18, 48, 42, 38, 40, 21, 39, 46, 20, 3, 31, 0]","[0, 7, 47, 13, 2, 25, 23, 34, 19, 30, 26, 10, 5, 11, 36, 24, 17, 43, 22, 9, 14, 1, 44, 15, 45, 6, 16, 29, 28, 8, 49, 27, 37, 33, 18, 48, 42, 38, 21, 39, 46, 20, 3, 31, 0]","[4, 32, 41, 35, 12, 40]",,,,,
6,ALNS,1584.336275,234.6706198,13.55746521,0.000794411,"[0, 7, 4, 13, 2, 25, 34, 30, 26, 10, 32, 5, 45, 11, 41, 36, 24, 17, 43, 22, 9, 14, 8, 28, 1, 44, 15, 47, 35, 23, 12, 6, 16, 29, 49, 27, 37, 33, 18, 48, 42, 38, 40, 21, 39, 46, 20, 19, 3, 31, 0]","[0, 7, 13, 2, 25, 34, 30, 26, 10, 32, 5, 45, 11, 41, 36, 24, 17, 43, 22, 14, 8, 1, 44, 15, 35, 12, 6, 29, 49, 27, 33, 18, 48, 42, 38, 40, 21, 39, 46, 20, 19, 3, 31, 0]","[4, 9, 28, 47, 23, 16, 37]",,,,,
7,ALNS,1581.194995,234.3233958,8.002267576,0,"[0, 7, 4, 13, 2, 25, 34, 30, 26, 10, 32, 5, 45, 11, 41, 36, 24, 17, 43, 22, 9, 14, 8, 28, 1, 44, 15, 47, 35, 23, 12, 6, 16, 29, 49, 27, 37, 33, 18, 48, 42, 38, 40, 21, 39, 46, 20, 19, 3, 31, 0]","[0, 7, 4, 13, 2, 25, 34, 30, 26, 32, 5, 11, 41, 36, 24, 17, 43, 9, 14, 8, 28, 1, 44, 15, 35, 23, 12, 16, 29, 49, 37, 33, 48, 42, 38, 40, 21, 39, 46, 20, 19, 3, 31, 0]","[10, 45, 22, 47, 6, 27, 18]",,,,,
8,ALNS,1522.745912,225.6936699,6.204753514,0.006031036,"[0, 7, 13, 2, 25, 30, 23, 26, 10, 32, 4, 45, 9, 11, 41, 36, 24, 17, 43, 22, 14, 8, 28, 1, 44, 15, 47, 29, 35, 34, 5, 12, 6, 16, 49, 27, 37, 33, 18, 48, 42, 38, 40, 21, 39, 46, 20, 19, 3, 31, 0]","[0, 7, 13, 2, 25, 30, 23, 26, 10, 4, 45, 9, 11, 41, 24, 17, 43, 22, 14, 8, 1, 15, 29, 35, 34, 5, 12, 6, 16, 49, 27, 37, 33, 48, 42, 38, 40, 21, 39, 46, 20, 19, 3, 31, 0]","[32, 36, 28, 44, 47, 18]",,,,,
9,ALNS,1464.168016,216.9380943,9.405812025,0,"[0, 7, 13, 46, 2, 25, 30, 23, 26, 10, 32, 4, 9, 11, 41, 36, 24, 17, 43, 22, 18, 14, 8, 28, 1, 44, 15, 47, 29, 35, 34, 5, 45, 12, 6, 16, 49, 27, 37, 33, 48, 42, 38, 40, 21, 39, 20, 19, 3, 31, 0]","[0, 7, 13, 46, 2, 25, 30, 23, 26, 10, 4, 9, 11, 41, 36, 17, 43, 22, 14, 8, 28, 1, 44, 15, 47, 29, 35, 34, 5, 45, 12, 6, 16, 49, 37, 33, 42, 38, 21, 39, 20, 19, 3, 31, 0]","[32, 24, 18, 27, 48, 40]",,,,,
10,ALNS,1444.967388,213.979467,14.60994094,0,"[0, 7, 13, 46, 2, 25, 30, 23, 35, 26, 10, 4, 9, 11, 41, 36, 24, 17, 43, 22, 18, 14, 8, 28, 1, 44, 15, 32, 47, 29, 34, 5, 45, 12, 6, 16, 49, 27, 37, 33, 48, 42, 38, 40, 21, 39, 20, 19, 3, 31, 0]","[0, 13, 46, 2, 25, 30, 23, 26, 4, 9, 11, 41, 36, 24, 17, 43, 22, 14, 8, 1, 15, 32, 47, 29, 34, 5, 45, 6, 49, 27, 37, 33, 42, 38, 21, 39, 20, 19, 3, 31, 0]","[7, 35, 10, 18, 28, 44, 12, 16, 48, 40]",,,,,
11,ALNS,1444.967388,213.979467,14.60994094,0.001615286,"[0, 7, 13, 46, 2, 25, 30, 23, 35, 26, 10, 4, 9, 11, 41, 36, 24, 17, 43, 22, 18, 14, 8, 28, 1, 44, 15, 32, 47, 29, 34, 5, 45, 12, 6, 16, 49, 27, 37, 33, 48, 42, 38, 40, 21, 39, 20, 19, 3, 31, 0]","[0, 13, 46, 2, 25, 30, 23, 26, 4, 9, 11, 41, 36, 24, 17, 43, 22, 14, 8, 1, 15, 32, 47, 29, 34, 5, 45, 6, 49, 27, 37, 33, 42, 38, 21, 39, 20, 19, 3, 31, 0]","[7, 35, 10, 18, 28, 44, 12, 16, 48, 40]",,,,,
12,ALNS,1440.071859,213.3475931,10.20159934,0,"[0, 7, 13, 46, 2, 25, 30, 23, 35, 26, 10, 4, 9, 11, 41, 36, 24, 17, 43, 22, 18, 14, 8, 28, 1, 44, 15, 32, 47, 29, 34, 5, 45, 12, 6, 16, 49, 27, 37, 33, 48, 42, 38, 40, 21, 39, 20, 19, 3, 31, 0]","[0, 7, 13, 46, 2, 25, 30, 23, 35, 26, 10, 4, 9, 11, 41, 36, 17, 43, 22, 18, 14, 28, 1, 44, 15, 32, 29, 5, 12, 16, 49, 37, 33, 48, 42, 38, 21, 39, 20, 19, 3, 31, 0]","[24, 8, 47, 34, 45, 6, 27, 40]",,,,,
13,ALNS,1389.579879,205.8085163,12.59059331,0.001512289,"[0, 7, 46, 2, 25, 48, 30, 23, 35, 26, 10, 4, 9, 40, 11, 41, 36, 24, 17, 43, 13, 22, 18, 14, 8, 28, 1, 44, 15, 32, 47, 29, 34, 5, 45, 12, 6, 16, 49, 27, 37, 33, 42, 38, 39, 21, 20, 19, 3, 31, 0]","[0, 7, 46, 2, 25, 48, 30, 23, 35, 26, 10, 4, 9, 40, 11, 41, 24, 17, 43, 22, 14, 8, 1, 15, 32, 47, 29, 34, 5, 45, 6, 49, 37, 33, 42, 38, 39, 21, 20, 19, 3, 31, 0]","[36, 13, 18, 28, 44, 12, 16, 27]",,,,,
14,ALNS,1362.666028,201.8887147,9.239004257,0,"[0, 46, 2, 25, 20, 48, 30, 23, 35, 26, 4, 40, 11, 41, 36, 24, 17, 43, 13, 22, 18, 7, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 34, 5, 45, 12, 6, 9, 16, 49, 27, 37, 33, 42, 38, 39, 21, 19, 3, 31, 0]","[0, 46, 2, 25, 20, 48, 30, 23, 35, 4, 40, 41, 36, 24, 17, 43, 22, 18, 7, 14, 8, 28, 1, 44, 15, 47, 29, 34, 45, 12, 9, 49, 27, 37, 33, 42, 38, 39, 21, 19, 3, 31, 0]","[26, 11, 13, 32, 10, 5, 6, 16]",,,,,
15,ALNS,1362.666028,201.8887147,9.239004257,0.003147364,"[0, 46, 2, 25, 20, 48, 30, 23, 35, 26, 4, 40, 11, 41, 36, 24, 17, 43, 13, 22, 18, 7, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 34, 5, 45, 12, 6, 9, 16, 49, 27, 37, 33, 42, 38, 39, 21, 19, 3, 31, 0]","[0, 46, 2, 25, 20, 48, 30, 23, 35, 4, 40, 41, 36, 24, 17, 43, 22, 18, 7, 14, 8, 28, 1, 44, 15, 47, 29, 34, 45, 12, 9, 49, 27, 37, 33, 42, 38, 39, 21, 19, 3, 31, 0]","[26, 11, 13, 32, 10, 5, 6, 16]",,,,,
16,ALNS,1282.997411,190.1456991,5.867744945,0,"[0, 46, 2, 25, 20, 48, 30, 42, 35, 26, 4, 31, 40, 11, 41, 36, 24, 17, 43, 13, 22, 6, 18, 7, 49, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 23, 34, 5, 45, 12, 9, 16, 27, 37, 33, 38, 39, 21, 19, 3, 0]","[0, 46, 2, 25, 20, 48, 30, 42, 35, 26, 4, 31, 40, 11, 36, 24, 17, 43, 13, 22, 18, 7, 14, 8, 28, 1, 44, 15, 32, 29, 23, 34, 5, 45, 12, 9, 27, 37, 33, 38, 39, 21, 19, 3, 0]","[41, 6, 49, 47, 10, 16]",,,,,
17,ALNS,1261.14688,186.813975,10.14054695,0,"[0, 46, 2, 25, 20, 48, 42, 35, 26, 4, 31, 38, 40, 11, 41, 36, 24, 17, 43, 13, 22, 6, 18, 7, 49, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 23, 34, 30, 5, 45, 12, 9, 27, 37, 33, 39, 21, 19, 3, 16, 0]","[0, 46, 2, 25, 20, 48, 42, 35, 4, 31, 38, 40, 11, 41, 24, 17, 43, 13, 22, 18, 7, 14, 28, 1, 44, 15, 32, 47, 29, 10, 23, 34, 5, 45, 9, 27, 33, 39, 21, 19, 3, 16, 0]","[26, 36, 6, 49, 8, 30, 12, 37]",,,,,
18,ALNS,1221.763033,180.9703376,10.27804655,0.006742954,"[0, 46, 2, 25, 20, 48, 42, 35, 26, 4, 31, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 9, 18, 7, 49, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 23, 34, 30, 5, 45, 12, 27, 37, 33, 39, 21, 16, 0]","[0, 46, 2, 25, 20, 48, 35, 26, 4, 31, 38, 11, 17, 36, 41, 43, 22, 3, 19, 9, 18, 7, 49, 14, 8, 28, 1, 15, 32, 47, 10, 23, 34, 5, 45, 12, 27, 37, 33, 39, 21, 16, 0]","[42, 40, 24, 13, 6, 44, 29, 30]",,,,,
19,ALNS,1220.121253,180.8001239,6.847289032,0,"[0, 25, 46, 2, 20, 42, 35, 26, 4, 31, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 9, 18, 7, 49, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 23, 34, 48, 30, 5, 45, 12, 27, 37, 33, 39, 21, 16, 0]","[0, 25, 46, 2, 20, 42, 26, 4, 31, 38, 11, 17, 24, 36, 43, 22, 6, 3, 19, 9, 18, 7, 49, 14, 28, 1, 15, 32, 29, 10, 23, 34, 48, 5, 45, 12, 27, 37, 33, 39, 21, 16, 0]","[35, 40, 41, 13, 8, 44, 47, 30]",,,,,
20,ALNS,1175.46567,174.2232279,4.71137247,0.002726793,"[0, 42, 25, 2, 46, 20, 26, 4, 31, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 9, 18, 27, 7, 49, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 35, 23, 34, 48, 30, 5, 45, 12, 37, 33, 39, 21, 16, 0]","[0, 42, 25, 2, 46, 20, 26, 4, 31, 38, 40, 11, 17, 24, 36, 41, 13, 6, 3, 9, 18, 27, 7, 49, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 35, 23, 34, 48, 30, 45, 12, 33, 39, 21, 16, 0]","[43, 22, 19, 5, 37]",,,,,
21,ALNS,1135.874257,168.2709035,8.496860546,0.002902269,"[0, 42, 25, 2, 46, 26, 4, 31, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 9, 16, 18, 27, 7, 49, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 35, 23, 34, 48, 30, 5, 45, 12, 37, 33, 39, 21, 20, 0]","[0, 42, 25, 2, 46, 26, 4, 31, 38, 40, 17, 24, 41, 43, 13, 22, 6, 3, 19, 16, 27, 49, 8, 28, 1, 15, 32, 47, 29, 35, 23, 48, 30, 5, 12, 37, 33, 39, 21, 20, 0]","[11, 36, 9, 18, 7, 14, 44, 10, 34, 45]",,,,,
22,ALNS,1135.874257,168.2709035,8.496860546,0,"[0, 42, 25, 2, 46, 26, 4, 31, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 9, 16, 18, 27, 7, 49, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 35, 23, 34, 48, 30, 5, 45, 12, 37, 33, 39, 21, 20, 0]","[0, 42, 25, 2, 46, 26, 4, 31, 38, 40, 17, 24, 41, 43, 13, 22, 6, 3, 19, 16, 27, 49, 8, 28, 1, 15, 32, 47, 29, 35, 23, 48, 30, 5, 12, 37, 33, 39, 21, 20, 0]","[11, 36, 9, 18, 7, 14, 44, 10, 34, 45]",,,,,
23,ALNS,1135.874257,168.2709035,8.496860546,0.004790783,"[0, 42, 25, 2, 46, 26, 4, 31, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 9, 16, 18, 27, 7, 49, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 35, 23, 34, 48, 30, 5, 45, 12, 37, 33, 39, 21, 20, 0]","[0, 42, 25, 2, 46, 26, 4, 31, 38, 40, 17, 24, 41, 43, 13, 22, 6, 3, 19, 16, 27, 49, 8, 28, 1, 15, 32, 47, 29, 35, 23, 48, 30, 5, 12, 37, 33, 39, 21, 20, 0]","[11, 36, 9, 18, 7, 14, 44, 10, 34, 45]",,,,,
24,ALNS,1131.731171,167.6428767,9.133647812,0,"[0, 42, 25, 2, 46, 26, 4, 31, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 9, 16, 18, 27, 7, 49, 14, 8, 28, 1, 44, 15, 32, 47, 29, 10, 35, 23, 34, 48, 30, 5, 45, 37, 33, 12, 39, 21, 20, 0]","[0, 25, 2, 46, 26, 4, 31, 38, 40, 11, 17, 36, 43, 13, 22, 3, 9, 18, 27, 7, 49, 8, 1, 44, 15, 47, 29, 35, 23, 34, 48, 30, 5, 45, 37, 33, 12, 39, 21, 20, 0]","[42, 24, 41, 6, 19, 16, 14, 28, 32, 10]",,,,,
25,ALNS,1119.990049,165.8991717,9.249493901,0.005179405,"[0, 42, 25, 2, 46, 31, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 9, 16, 18, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 34, 48, 30, 5, 45, 37, 33, 12, 39, 21, 20, 0]","[0, 42, 25, 2, 46, 31, 38, 40, 11, 17, 24, 36, 41, 13, 6, 3, 19, 9, 16, 18, 27, 7, 14, 8, 4, 1, 44, 32, 29, 26, 23, 34, 48, 30, 45, 37, 33, 12, 39, 21, 20, 0]","[43, 22, 49, 28, 15, 47, 10, 35, 5]",,,,,
26,ALNS,1080.929251,160.1387759,7.732491143,0.003075838,"[0, 42, 25, 2, 46, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 9, 16, 18, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 34, 48, 30, 5, 45, 37, 33, 12, 39, 21, 20, 0]","[0, 42, 25, 2, 46, 38, 40, 11, 17, 24, 36, 43, 13, 6, 3, 9, 16, 31, 7, 49, 14, 8, 28, 1, 15, 32, 47, 29, 10, 26, 23, 48, 30, 45, 37, 12, 39, 21, 20, 0]","[41, 22, 19, 18, 27, 4, 44, 35, 34, 5, 33]",,,,,
27,ALNS,1080.929251,160.1387759,7.732491143,0.002990723,"[0, 42, 25, 2, 46, 38, 40, 11, 17, 24, 36, 41, 43, 13, 22, 6, 3, 19, 9, 16, 18, 31, 27, 7, 49, 14, 8, 4, 28, 1, 44, 15, 32, 47, 29, 10, 26, 35, 23, 34, 48, 30, 5, 45, 37, 33, 12, 39, 21, 20, 0]","[0, 42, 25, 2, 46, 38, 40, 11, 17, 24, 36, 43, 13, 6, 3, 9, 16, 31, 7, 49, 14, 8, 28, 1, 15, 32, 47, 29, 10, 26, 23, 48, 30, 45, 37, 12, 39, 21, 20, 0]","[41, 22, 19, 18, 27, 4, 44, 35, 34, 5, 33]",,,,,
