Iteration,Algorithm,Fitness,Truck Distance,Drone Distance,Execution Time,Solution,Truck Route,Drone Route,,,,,AVG
18,ALNS,28769.64325,4266.593962,0,0.006282806,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 62, 45, 10, 5, 93, 75, 83, 72, 64, 40, 88, 71, 76, 6, 8, 63, 3, 54, 12, 11, 23, 24, 61, 68, 36, 38, 99, 7, 30, 92, 84, 51, 77, 35, 26, 57, 87, 22, 4, 47, 49, 66, 33, 73, 58, 19, 96, 55, 44, 79, 15, 17, 16, 50, 56, 78, 39, 100, 46, 69, 94, 70, 67, 86, 90, 32, 18, 97, 20, 81, 65, 14, 80, 91, 74, 85, 37, 28, 41, 25, 13, 27, 52, 59, 31, 98, 82, 1, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 62, 45, 10, 5, 93, 75, 83, 72, 64, 40, 88, 71, 76, 6, 8, 63, 3, 54, 12, 11, 23, 24, 61, 68, 36, 38, 99, 7, 30, 92, 84, 51, 77, 35, 26, 57, 87, 22, 4, 47, 49, 66, 33, 73, 58, 19, 96, 55, 44, 79, 15, 17, 16, 50, 56, 78, 39, 100, 46, 69, 94, 70, 67, 86, 90, 32, 18, 97, 20, 81, 65, 14, 80, 91, 74, 85, 37, 28, 41, 25, 13, 27, 52, 59, 31, 98, 82, 1, 0]",[],,,,,
19,ALNS,28659.24025,4250.220983,0,0.006198168,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 62, 45, 5, 93, 10, 75, 83, 72, 40, 64, 6, 8, 63, 3, 54, 12, 11, 23, 24, 61, 68, 36, 38, 99, 7, 30, 92, 84, 51, 77, 76, 35, 26, 57, 87, 22, 4, 47, 49, 66, 33, 73, 58, 19, 96, 55, 44, 88, 71, 79, 15, 86, 17, 16, 50, 56, 78, 39, 100, 46, 69, 94, 70, 67, 90, 32, 18, 81, 20, 97, 65, 14, 80, 91, 74, 85, 37, 28, 41, 25, 13, 27, 52, 59, 31, 98, 82, 1, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 62, 45, 5, 93, 10, 75, 83, 72, 40, 64, 6, 8, 63, 3, 54, 12, 11, 23, 24, 61, 68, 36, 38, 99, 7, 30, 92, 84, 51, 77, 76, 35, 26, 57, 87, 22, 4, 47, 49, 66, 33, 73, 58, 19, 96, 55, 44, 88, 71, 79, 15, 86, 17, 16, 50, 56, 78, 39, 100, 46, 69, 94, 70, 67, 90, 32, 18, 81, 20, 97, 65, 14, 80, 91, 74, 85, 37, 28, 41, 25, 13, 27, 52, 59, 31, 98, 82, 1, 0]",[],,,,,
20,ALNS,26260.02054,3894.412041,0,0.006181002,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 62, 45, 5, 93, 10, 75, 83, 72, 40, 64, 94, 25, 69, 6, 8, 63, 3, 54, 12, 11, 23, 61, 68, 28, 36, 38, 99, 7, 30, 92, 84, 51, 77, 76, 35, 26, 57, 87, 22, 81, 4, 47, 49, 66, 33, 73, 58, 19, 96, 55, 44, 88, 71, 79, 15, 90, 86, 17, 16, 50, 56, 78, 39, 100, 46, 70, 67, 32, 18, 20, 97, 65, 14, 80, 91, 74, 85, 37, 24, 41, 13, 27, 52, 59, 31, 98, 82, 1, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 62, 45, 5, 93, 10, 75, 83, 72, 40, 64, 94, 25, 69, 6, 8, 63, 3, 54, 12, 11, 23, 61, 68, 28, 36, 38, 99, 7, 30, 92, 84, 51, 77, 76, 35, 26, 57, 87, 22, 81, 4, 47, 49, 66, 33, 73, 58, 19, 96, 55, 44, 88, 71, 79, 15, 90, 86, 17, 16, 50, 56, 78, 39, 100, 46, 70, 67, 32, 18, 20, 97, 65, 14, 80, 91, 74, 85, 37, 24, 41, 13, 27, 52, 59, 31, 98, 82, 1, 0]",[],,,,,
21,ALNS,25129.47964,3726.750628,0,0.004437447,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 62, 45, 5, 93, 10, 75, 24, 28, 36, 83, 72, 40, 64, 94, 25, 69, 46, 8, 63, 3, 54, 12, 11, 23, 61, 68, 38, 99, 7, 30, 92, 84, 51, 77, 76, 35, 26, 57, 22, 81, 4, 47, 49, 66, 33, 65, 73, 58, 19, 96, 55, 44, 88, 71, 79, 15, 90, 86, 17, 16, 50, 56, 78, 39, 100, 6, 70, 67, 32, 18, 20, 97, 14, 80, 91, 74, 85, 37, 41, 13, 27, 52, 87, 59, 31, 98, 82, 1, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 62, 45, 5, 93, 10, 75, 24, 28, 36, 83, 72, 40, 64, 94, 25, 69, 46, 8, 63, 3, 54, 12, 11, 23, 61, 68, 38, 99, 7, 30, 92, 84, 51, 77, 76, 35, 26, 57, 22, 81, 4, 47, 49, 66, 33, 65, 73, 58, 19, 96, 55, 44, 88, 71, 79, 15, 90, 86, 17, 16, 50, 56, 78, 39, 100, 6, 70, 67, 32, 18, 20, 97, 14, 80, 91, 74, 85, 37, 41, 13, 27, 52, 87, 59, 31, 98, 82, 1, 0]",[],,,,,
22,ALNS,24802.94864,3678.325447,0,0.00322628,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 62, 45, 5, 93, 10, 75, 24, 28, 36, 83, 72, 40, 64, 94, 25, 69, 46, 8, 63, 3, 54, 12, 11, 57, 23, 61, 68, 38, 99, 7, 30, 92, 84, 51, 77, 76, 35, 26, 22, 81, 4, 47, 49, 66, 33, 65, 73, 58, 19, 96, 55, 44, 88, 71, 79, 15, 90, 86, 17, 16, 50, 56, 78, 39, 100, 6, 70, 67, 18, 20, 97, 14, 80, 91, 32, 74, 85, 37, 41, 13, 27, 52, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 62, 45, 5, 93, 10, 75, 24, 28, 36, 83, 72, 40, 64, 94, 25, 69, 46, 8, 63, 3, 54, 12, 11, 57, 23, 61, 68, 38, 99, 7, 30, 92, 84, 51, 77, 76, 35, 26, 22, 81, 4, 47, 49, 66, 33, 65, 73, 58, 19, 96, 55, 44, 88, 71, 79, 15, 90, 86, 17, 16, 50, 56, 78, 39, 100, 6, 70, 67, 18, 20, 97, 14, 80, 91, 32, 74, 85, 37, 41, 13, 27, 52, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
23,ALNS,23768.45264,3524.907682,0,0.002019405,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 5, 10, 45, 75, 24, 28, 36, 83, 72, 64, 94, 25, 69, 46, 8, 63, 3, 54, 12, 11, 93, 57, 23, 61, 68, 38, 99, 7, 30, 92, 84, 51, 77, 35, 26, 20, 22, 81, 4, 47, 49, 66, 33, 65, 73, 58, 19, 96, 55, 44, 88, 40, 71, 79, 15, 90, 86, 17, 62, 16, 50, 56, 78, 39, 100, 6, 70, 67, 18, 97, 14, 80, 91, 32, 74, 85, 37, 76, 41, 13, 27, 52, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 5, 10, 45, 75, 24, 28, 36, 83, 72, 64, 94, 25, 69, 46, 8, 63, 3, 54, 12, 11, 93, 57, 23, 61, 68, 38, 99, 7, 30, 92, 84, 51, 77, 35, 26, 20, 22, 81, 4, 47, 49, 66, 33, 65, 73, 58, 19, 96, 55, 44, 88, 40, 71, 79, 15, 90, 86, 17, 62, 16, 50, 56, 78, 39, 100, 6, 70, 67, 18, 97, 14, 80, 91, 32, 74, 85, 37, 76, 41, 13, 27, 52, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
24,ALNS,23161.57011,3434.905823,0,0.006589174,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 5, 10, 45, 75, 24, 28, 36, 83, 72, 64, 51, 94, 25, 69, 46, 8, 63, 3, 54, 12, 93, 57, 23, 61, 68, 38, 99, 7, 30, 92, 84, 77, 35, 26, 20, 22, 81, 4, 47, 49, 66, 33, 65, 73, 58, 80, 19, 96, 55, 44, 88, 40, 71, 79, 15, 90, 86, 37, 17, 62, 16, 50, 56, 78, 39, 100, 6, 70, 67, 18, 97, 14, 91, 32, 74, 85, 76, 41, 13, 27, 11, 52, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 95, 5, 10, 45, 75, 24, 28, 36, 83, 72, 64, 51, 94, 25, 69, 46, 8, 63, 3, 54, 12, 93, 57, 23, 61, 68, 38, 99, 7, 30, 92, 84, 77, 35, 26, 20, 22, 81, 4, 47, 49, 66, 33, 65, 73, 58, 80, 19, 96, 55, 44, 88, 40, 71, 79, 15, 90, 86, 37, 17, 62, 16, 50, 56, 78, 39, 100, 6, 70, 67, 18, 97, 14, 91, 32, 74, 85, 76, 41, 13, 27, 11, 52, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
25,ALNS,22507.16084,3337.855658,0,0.003561974,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 5, 10, 45, 75, 24, 28, 36, 83, 72, 64, 51, 94, 25, 69, 46, 100, 8, 63, 3, 54, 95, 12, 93, 57, 23, 61, 68, 38, 99, 7, 30, 92, 84, 77, 35, 26, 20, 81, 22, 4, 47, 49, 66, 33, 65, 73, 58, 14, 80, 19, 96, 44, 55, 88, 40, 71, 79, 15, 90, 86, 85, 37, 70, 17, 62, 16, 50, 56, 78, 39, 6, 67, 97, 18, 91, 32, 74, 76, 41, 13, 27, 11, 52, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 5, 10, 45, 75, 24, 28, 36, 83, 72, 64, 51, 94, 25, 69, 46, 100, 8, 63, 3, 54, 95, 12, 93, 57, 23, 61, 68, 38, 99, 7, 30, 92, 84, 77, 35, 26, 20, 81, 22, 4, 47, 49, 66, 33, 65, 73, 58, 14, 80, 19, 96, 44, 55, 88, 40, 71, 79, 15, 90, 86, 85, 37, 70, 17, 62, 16, 50, 56, 78, 39, 6, 67, 97, 18, 91, 32, 74, 76, 41, 13, 27, 11, 52, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
26,ALNS,21507.5073,3189.605096,0,0.00404191,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 5, 10, 45, 75, 24, 28, 36, 83, 72, 64, 51, 94, 25, 69, 46, 100, 8, 63, 3, 54, 95, 12, 93, 57, 23, 61, 68, 38, 99, 7, 30, 92, 84, 77, 41, 35, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 65, 73, 58, 14, 91, 80, 19, 96, 44, 55, 88, 40, 71, 79, 15, 90, 86, 74, 85, 37, 70, 17, 62, 16, 50, 56, 78, 39, 6, 97, 18, 32, 76, 13, 27, 11, 52, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 5, 10, 45, 75, 24, 28, 36, 83, 72, 64, 51, 94, 25, 69, 46, 100, 8, 63, 3, 54, 95, 12, 93, 57, 23, 61, 68, 38, 99, 7, 30, 92, 84, 77, 41, 35, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 65, 73, 58, 14, 91, 80, 19, 96, 44, 55, 88, 40, 71, 79, 15, 90, 86, 74, 85, 37, 70, 17, 62, 16, 50, 56, 78, 39, 6, 97, 18, 32, 76, 13, 27, 11, 52, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
27,ALNS,21504.46138,3189.15338,0,0.003794909,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 5, 10, 45, 75, 37, 24, 28, 36, 83, 72, 64, 51, 94, 25, 69, 46, 100, 8, 63, 3, 54, 95, 12, 93, 57, 70, 61, 68, 38, 99, 7, 30, 92, 84, 77, 41, 35, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 65, 73, 58, 14, 91, 80, 19, 96, 44, 55, 88, 40, 71, 79, 15, 90, 86, 74, 85, 23, 17, 62, 16, 50, 56, 78, 39, 6, 97, 18, 32, 76, 13, 27, 11, 52, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 5, 10, 45, 75, 37, 24, 28, 36, 83, 72, 64, 51, 94, 25, 69, 46, 100, 8, 63, 3, 54, 95, 12, 93, 57, 70, 61, 68, 38, 99, 7, 30, 92, 84, 77, 41, 35, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 65, 73, 58, 14, 91, 80, 19, 96, 44, 55, 88, 40, 71, 79, 15, 90, 86, 74, 85, 23, 17, 62, 16, 50, 56, 78, 39, 6, 97, 18, 32, 76, 13, 27, 11, 52, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
28,ALNS,21073.66491,3125.265426,0,0.002398729,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 5, 10, 45, 75, 37, 24, 28, 36, 83, 72, 51, 94, 25, 69, 46, 100, 8, 63, 3, 54, 95, 12, 93, 57, 70, 61, 68, 84, 99, 7, 30, 92, 38, 77, 41, 76, 35, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 40, 64, 71, 15, 90, 74, 85, 23, 17, 62, 16, 50, 56, 78, 39, 6, 97, 18, 32, 86, 13, 27, 11, 52, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 34, 5, 10, 45, 75, 37, 24, 28, 36, 83, 72, 51, 94, 25, 69, 46, 100, 8, 63, 3, 54, 95, 12, 93, 57, 70, 61, 68, 84, 99, 7, 30, 92, 38, 77, 41, 76, 35, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 40, 64, 71, 15, 90, 74, 85, 23, 17, 62, 16, 50, 56, 78, 39, 6, 97, 18, 32, 86, 13, 27, 11, 52, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
29,ALNS,20431.92923,3030.094778,0,0.003361464,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 93, 5, 10, 45, 75, 37, 24, 28, 83, 72, 51, 94, 25, 69, 46, 100, 6, 8, 63, 3, 54, 95, 34, 12, 56, 57, 70, 61, 68, 36, 64, 84, 99, 7, 30, 92, 38, 77, 41, 76, 35, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 40, 71, 15, 90, 74, 85, 23, 27, 17, 62, 16, 50, 78, 39, 97, 18, 32, 86, 11, 52, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 93, 5, 10, 45, 75, 37, 24, 28, 83, 72, 51, 94, 25, 69, 46, 100, 6, 8, 63, 3, 54, 95, 34, 12, 56, 57, 70, 61, 68, 36, 64, 84, 99, 7, 30, 92, 38, 77, 41, 76, 35, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 40, 71, 15, 90, 74, 85, 23, 27, 17, 62, 16, 50, 78, 39, 97, 18, 32, 86, 11, 52, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
30,ALNS,20175.46137,2992.060097,0,0.002156258,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 93, 5, 10, 45, 37, 86, 24, 61, 28, 83, 72, 51, 94, 25, 69, 46, 100, 6, 8, 63, 3, 54, 95, 34, 12, 56, 57, 70, 35, 68, 36, 64, 84, 99, 92, 30, 7, 38, 77, 41, 76, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 40, 71, 15, 90, 74, 85, 23, 27, 17, 62, 16, 50, 78, 39, 18, 32, 75, 11, 52, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 93, 5, 10, 45, 37, 86, 24, 61, 28, 83, 72, 51, 94, 25, 69, 46, 100, 6, 8, 63, 3, 54, 95, 34, 12, 56, 57, 70, 35, 68, 36, 64, 84, 99, 92, 30, 7, 38, 77, 41, 76, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 40, 71, 15, 90, 74, 85, 23, 27, 17, 62, 16, 50, 78, 39, 18, 32, 75, 11, 52, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
31,ALNS,20065.27139,2975.718709,0,0.00321579,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 28, 83, 72, 94, 25, 69, 46, 100, 6, 8, 63, 3, 54, 78, 95, 34, 12, 56, 57, 39, 35, 68, 36, 64, 84, 99, 92, 30, 7, 38, 51, 77, 41, 76, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 40, 71, 15, 90, 74, 85, 70, 23, 27, 17, 62, 16, 50, 18, 32, 75, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 28, 83, 72, 94, 25, 69, 46, 100, 6, 8, 63, 3, 54, 78, 95, 34, 12, 56, 57, 39, 35, 68, 36, 64, 84, 99, 92, 30, 7, 38, 51, 77, 41, 76, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 40, 71, 15, 90, 74, 85, 70, 23, 27, 17, 62, 16, 50, 18, 32, 75, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
32,ALNS,19999.76278,2966.003655,0,0.005380154,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 28, 83, 72, 94, 25, 69, 46, 100, 6, 8, 63, 3, 54, 78, 12, 56, 95, 34, 57, 39, 35, 76, 68, 36, 64, 40, 84, 92, 30, 7, 99, 38, 51, 77, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 27, 17, 62, 16, 50, 18, 32, 75, 87, 59, 31, 98, 82, 1, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 28, 83, 72, 94, 25, 69, 46, 100, 6, 8, 63, 3, 54, 78, 12, 56, 95, 34, 57, 39, 35, 76, 68, 36, 64, 40, 84, 92, 30, 7, 99, 38, 51, 77, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 27, 17, 62, 16, 50, 18, 32, 75, 87, 59, 31, 98, 82, 1, 0]",[],,,,,
33,ALNS,19999.76278,2966.003655,0,0.00441885,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 28, 83, 72, 94, 25, 69, 46, 100, 6, 8, 63, 3, 54, 78, 12, 56, 95, 34, 57, 39, 35, 76, 68, 36, 64, 40, 84, 92, 30, 7, 99, 38, 51, 77, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 27, 17, 62, 16, 50, 18, 32, 75, 87, 59, 31, 98, 82, 1, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 28, 83, 72, 94, 25, 69, 46, 100, 6, 8, 63, 3, 54, 78, 12, 56, 95, 34, 57, 39, 35, 76, 68, 36, 64, 40, 84, 92, 30, 7, 99, 38, 51, 77, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 27, 17, 62, 16, 50, 18, 32, 75, 87, 59, 31, 98, 82, 1, 0]",[],,,,,
34,ALNS,19958.62222,2959.902431,0,0.005833387,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 68, 28, 83, 72, 25, 69, 46, 100, 6, 8, 63, 3, 54, 78, 12, 56, 95, 34, 57, 39, 35, 76, 36, 64, 40, 84, 92, 30, 7, 99, 38, 51, 94, 77, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 27, 17, 62, 16, 50, 18, 32, 75, 87, 59, 31, 98, 82, 1, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 21, 2, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 68, 28, 83, 72, 25, 69, 46, 100, 6, 8, 63, 3, 54, 78, 12, 56, 95, 34, 57, 39, 35, 76, 36, 64, 40, 84, 92, 30, 7, 99, 38, 51, 94, 77, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 27, 17, 62, 16, 50, 18, 32, 75, 87, 59, 31, 98, 82, 1, 0]",[],,,,,
35,ALNS,19519.39934,2894.764824,0,0.002277136,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 2, 21, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 68, 28, 83, 72, 25, 69, 46, 100, 6, 8, 63, 3, 54, 12, 56, 95, 34, 78, 39, 35, 76, 36, 64, 40, 84, 92, 30, 7, 99, 38, 51, 94, 77, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 18, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 17, 62, 16, 50, 27, 32, 75, 57, 87, 59, 31, 98, 82, 1, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 2, 21, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 68, 28, 83, 72, 25, 69, 46, 100, 6, 8, 63, 3, 54, 12, 56, 95, 34, 78, 39, 35, 76, 36, 64, 40, 84, 92, 30, 7, 99, 38, 51, 94, 77, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 18, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 17, 62, 16, 50, 27, 32, 75, 57, 87, 59, 31, 98, 82, 1, 0]",[],,,,,
36,ALNS,19519.39934,2894.764824,0,0.002292156,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 2, 21, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 68, 28, 83, 72, 25, 69, 46, 100, 6, 8, 63, 3, 54, 12, 56, 95, 34, 78, 39, 35, 76, 36, 64, 40, 84, 92, 30, 7, 99, 38, 51, 94, 77, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 18, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 17, 62, 16, 50, 27, 32, 75, 57, 87, 59, 31, 98, 82, 1, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 2, 21, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 68, 28, 83, 72, 25, 69, 46, 100, 6, 8, 63, 3, 54, 12, 56, 95, 34, 78, 39, 35, 76, 36, 64, 40, 84, 92, 30, 7, 99, 38, 51, 94, 77, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 18, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 17, 62, 16, 50, 27, 32, 75, 57, 87, 59, 31, 98, 82, 1, 0]",[],,,,,
37,ALNS,19393.87641,2876.14953,0,0.005254745,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 2, 21, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 68, 28, 36, 83, 77, 25, 69, 46, 100, 6, 8, 63, 3, 54, 56, 12, 95, 34, 78, 39, 35, 76, 72, 64, 40, 84, 92, 30, 7, 99, 38, 51, 94, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 18, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 17, 16, 50, 62, 27, 32, 75, 57, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 2, 21, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 68, 28, 36, 83, 77, 25, 69, 46, 100, 6, 8, 63, 3, 54, 56, 12, 95, 34, 78, 39, 35, 76, 72, 64, 40, 84, 92, 30, 7, 99, 38, 51, 94, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 18, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 74, 85, 70, 23, 17, 16, 50, 62, 27, 32, 75, 57, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
38,ALNS,18254.90311,2707.237577,0,0.001078367,"[0, 89, 42, 53, 60, 29, 43, 48, 9, 2, 21, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 68, 28, 36, 83, 77, 25, 69, 46, 100, 6, 8, 63, 3, 54, 56, 12, 95, 34, 78, 39, 35, 76, 72, 64, 40, 84, 92, 30, 7, 99, 38, 51, 94, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 18, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 32, 74, 85, 70, 23, 27, 17, 16, 50, 62, 75, 57, 87, 59, 31, 98, 1, 82, 0]","[0, 89, 42, 53, 60, 29, 43, 48, 9, 2, 21, 52, 11, 93, 5, 10, 45, 37, 86, 24, 61, 68, 28, 36, 83, 77, 25, 69, 46, 100, 6, 8, 63, 3, 54, 56, 12, 95, 34, 78, 39, 35, 76, 72, 64, 40, 84, 92, 30, 7, 99, 38, 51, 94, 41, 13, 67, 26, 20, 81, 22, 4, 47, 49, 66, 33, 97, 65, 18, 73, 58, 14, 91, 80, 79, 44, 55, 19, 96, 88, 71, 15, 90, 32, 74, 85, 70, 23, 27, 17, 16, 50, 62, 75, 57, 87, 59, 31, 98, 1, 82, 0]",[],,,,,
